image_path,assigned_split,clahe_image_path
D:\ALS\data\liver_images\F4\G1597.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G1597.jpg
D:\ALS\data\liver_images\F4\G1788.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G1788.jpg
D:\ALS\data\liver_images\F4\G1938.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G1938.jpg
D:\ALS\data\liver_images\F4\G2612.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G2612.jpg
D:\ALS\data\liver_images\F4\G269.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G269.jpg
D:\ALS\data\liver_images\F4\G2900.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G2900.jpg
D:\ALS\data\liver_images\F4\G295.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G295.jpg
D:\ALS\data\liver_images\F4\G395.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G395.jpg
D:\ALS\data\liver_images\F4\G436.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G436.jpg
D:\ALS\data\liver_images\F4\G4841.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G4841.jpg
D:\ALS\data\liver_images\F4\G5372.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\G5372.jpg
D:\ALS\data\liver_images\F4\G5390.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G5390.jpg
D:\ALS\data\liver_images\F4\G5841.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G5841.jpg
D:\ALS\data\liver_images\F4\G609.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G609.jpg
D:\ALS\data\liver_images\F4\G6213.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\G6213.jpg
D:\ALS\data\liver_images\F4\G6226.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G6226.jpg
D:\ALS\data\liver_images\F4\G651.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G651.jpg
D:\ALS\data\liver_images\F4\G6552.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G6552.jpg
D:\ALS\data\liver_images\F4\G6812.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G6812.jpg
D:\ALS\data\liver_images\F4\G6865.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G6865.jpg
D:\ALS\data\liver_images\F4\G7466.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G7466.jpg
D:\ALS\data\liver_images\F4\G751.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G751.jpg
D:\ALS\data\liver_images\F4\G7605.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G7605.jpg
D:\ALS\data\liver_images\F4\G7686.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G7686.jpg
D:\ALS\data\liver_images\F4\G848.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\G848.jpg
D:\ALS\data\liver_images\F4\G8632.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G8632.jpg
D:\ALS\data\liver_images\F4\G8785.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\G8785.jpg
D:\ALS\data\liver_images\F4\G8915.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\G8915.jpg
D:\ALS\data\liver_images\F4\G9141.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G9141.jpg
D:\ALS\data\liver_images\F4\G9266.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\G9266.jpg
D:\ALS\data\liver_images\F4\G9348.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\G9348.jpg
D:\ALS\data\liver_images\F4\G9968.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\G9968.jpg
D:\ALS\data\liver_images\F4\H1684.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\H1684.jpg
D:\ALS\data\liver_images\F4\H169.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H169.jpg
D:\ALS\data\liver_images\F4\H1920.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H1920.jpg
D:\ALS\data\liver_images\F4\H2515.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H2515.jpg
D:\ALS\data\liver_images\F4\H3448.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H3448.jpg
D:\ALS\data\liver_images\F4\H3590.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H3590.jpg
D:\ALS\data\liver_images\F4\H3620.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\H3620.jpg
D:\ALS\data\liver_images\F4\H3746.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H3746.jpg
D:\ALS\data\liver_images\F4\H4091.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H4091.jpg
D:\ALS\data\liver_images\F4\H4158.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H4158.jpg
D:\ALS\data\liver_images\F4\H4545.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H4545.jpg
D:\ALS\data\liver_images\F4\H5197.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H5197.jpg
D:\ALS\data\liver_images\F4\H5545.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\H5545.jpg
D:\ALS\data\liver_images\F4\H5696.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H5696.jpg
D:\ALS\data\liver_images\F4\H6177.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H6177.jpg
D:\ALS\data\liver_images\F4\H7090.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\H7090.jpg
D:\ALS\data\liver_images\F4\H7566.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H7566.jpg
D:\ALS\data\liver_images\F4\H7628.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H7628.jpg
D:\ALS\data\liver_images\F4\H7631.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H7631.jpg
D:\ALS\data\liver_images\F4\H7859.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H7859.jpg
D:\ALS\data\liver_images\F4\H813.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\H813.jpg
D:\ALS\data\liver_images\F4\H8130.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H8130.jpg
D:\ALS\data\liver_images\F4\H832.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H832.jpg
D:\ALS\data\liver_images\F4\H9211.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H9211.jpg
D:\ALS\data\liver_images\F4\H9873.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H9873.jpg
D:\ALS\data\liver_images\F4\H9988.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\H9988.jpg
D:\ALS\data\liver_images\F4\I1001.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\I1001.jpg
D:\ALS\data\liver_images\F4\I1120.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I1120.jpg
D:\ALS\data\liver_images\F4\I1320.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\I1320.jpg
D:\ALS\data\liver_images\F4\I1412.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I1412.jpg
D:\ALS\data\liver_images\F4\I2245.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I2245.jpg
D:\ALS\data\liver_images\F4\I2381.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\I2381.jpg
D:\ALS\data\liver_images\F4\I2405.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I2405.jpg
D:\ALS\data\liver_images\F4\I267.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I267.jpg
D:\ALS\data\liver_images\F4\I2733.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\I2733.jpg
D:\ALS\data\liver_images\F4\I2825.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I2825.jpg
D:\ALS\data\liver_images\F4\I3971.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I3971.jpg
D:\ALS\data\liver_images\F4\I4408.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I4408.jpg
D:\ALS\data\liver_images\F4\I4501.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I4501.jpg
D:\ALS\data\liver_images\F4\I4599.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I4599.jpg
D:\ALS\data\liver_images\F4\I4882.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I4882.jpg
D:\ALS\data\liver_images\F4\I5336.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I5336.jpg
D:\ALS\data\liver_images\F4\I5716.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\I5716.jpg
D:\ALS\data\liver_images\F4\I6335.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I6335.jpg
D:\ALS\data\liver_images\F4\I6425.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I6425.jpg
D:\ALS\data\liver_images\F4\I6709.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I6709.jpg
D:\ALS\data\liver_images\F4\I6772.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I6772.jpg
D:\ALS\data\liver_images\F4\I6874.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I6874.jpg
D:\ALS\data\liver_images\F4\I7064.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I7064.jpg
D:\ALS\data\liver_images\F4\I7121.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I7121.jpg
D:\ALS\data\liver_images\F4\I7369.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I7369.jpg
D:\ALS\data\liver_images\F4\I754.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I754.jpg
D:\ALS\data\liver_images\F4\I8573.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\I8573.jpg
D:\ALS\data\liver_images\F4\I9154.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I9154.jpg
D:\ALS\data\liver_images\F4\I9333.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\I9333.jpg
D:\ALS\data\liver_images\F4\I9348.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I9348.jpg
D:\ALS\data\liver_images\F4\I9472.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I9472.jpg
D:\ALS\data\liver_images\F4\I9705.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I9705.jpg
D:\ALS\data\liver_images\F4\I972.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I972.jpg
D:\ALS\data\liver_images\F4\I9786.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\I9786.jpg
D:\ALS\data\liver_images\F4\J1812.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J1812.jpg
D:\ALS\data\liver_images\F4\J1893.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J1893.jpg
D:\ALS\data\liver_images\F4\J2343.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J2343.jpg
D:\ALS\data\liver_images\F4\J2929.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J2929.jpg
D:\ALS\data\liver_images\F4\J3138.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J3138.jpg
D:\ALS\data\liver_images\F4\J3371.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J3371.jpg
D:\ALS\data\liver_images\F4\J4222.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J4222.jpg
D:\ALS\data\liver_images\F4\J496.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J496.jpg
D:\ALS\data\liver_images\F4\J4988.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J4988.jpg
D:\ALS\data\liver_images\F4\J5282.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J5282.jpg
D:\ALS\data\liver_images\F4\J538.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J538.jpg
D:\ALS\data\liver_images\F4\J5840.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J5840.jpg
D:\ALS\data\liver_images\F4\J5904.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J5904.jpg
D:\ALS\data\liver_images\F4\J6144.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J6144.jpg
D:\ALS\data\liver_images\F4\J6221.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J6221.jpg
D:\ALS\data\liver_images\F4\J6368.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J6368.jpg
D:\ALS\data\liver_images\F4\J6410.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\J6410.jpg
D:\ALS\data\liver_images\F4\J6876.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J6876.jpg
D:\ALS\data\liver_images\F4\J7059.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J7059.jpg
D:\ALS\data\liver_images\F4\J7266.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J7266.jpg
D:\ALS\data\liver_images\F4\J7322.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J7322.jpg
D:\ALS\data\liver_images\F4\J7325.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J7325.jpg
D:\ALS\data\liver_images\F4\J742.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J742.jpg
D:\ALS\data\liver_images\F4\J7550.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J7550.jpg
D:\ALS\data\liver_images\F4\J7792.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J7792.jpg
D:\ALS\data\liver_images\F4\J8143.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J8143.jpg
D:\ALS\data\liver_images\F4\J8239.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J8239.jpg
D:\ALS\data\liver_images\F4\J8366.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J8366.jpg
D:\ALS\data\liver_images\F4\J8691.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J8691.jpg
D:\ALS\data\liver_images\F4\J8790.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J8790.jpg
D:\ALS\data\liver_images\F4\J8976.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J8976.jpg
D:\ALS\data\liver_images\F4\J9169.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J9169.jpg
D:\ALS\data\liver_images\F4\J9477.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\J9477.jpg
D:\ALS\data\liver_images\F4\J9540.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\J9540.jpg
D:\ALS\data\liver_images\F4\J9938.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\J9938.jpg
D:\ALS\data\liver_images\F4\K101.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K101.jpg
D:\ALS\data\liver_images\F4\K1294.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K1294.jpg
D:\ALS\data\liver_images\F4\K1500.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K1500.jpg
D:\ALS\data\liver_images\F4\K2474.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K2474.jpg
D:\ALS\data\liver_images\F4\K3027.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\K3027.jpg
D:\ALS\data\liver_images\F4\K3120.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K3120.jpg
D:\ALS\data\liver_images\F4\K3701.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K3701.jpg
D:\ALS\data\liver_images\F4\K407.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K407.jpg
D:\ALS\data\liver_images\F4\K4171.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K4171.jpg
D:\ALS\data\liver_images\F4\K4265.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\K4265.jpg
D:\ALS\data\liver_images\F4\K4424.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K4424.jpg
D:\ALS\data\liver_images\F4\K4472.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K4472.jpg
D:\ALS\data\liver_images\F4\K4734.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K4734.jpg
D:\ALS\data\liver_images\F4\K4740.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\K4740.jpg
D:\ALS\data\liver_images\F4\K5165.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K5165.jpg
D:\ALS\data\liver_images\F4\K5247.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K5247.jpg
D:\ALS\data\liver_images\F4\K5331.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K5331.jpg
D:\ALS\data\liver_images\F4\K5461.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K5461.jpg
D:\ALS\data\liver_images\F4\K5645.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K5645.jpg
D:\ALS\data\liver_images\F4\K5760.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K5760.jpg
D:\ALS\data\liver_images\F4\K6244.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K6244.jpg
D:\ALS\data\liver_images\F4\K6295.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K6295.jpg
D:\ALS\data\liver_images\F4\K7366.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\K7366.jpg
D:\ALS\data\liver_images\F4\K782.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K782.jpg
D:\ALS\data\liver_images\F4\K7851.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K7851.jpg
D:\ALS\data\liver_images\F4\K8086.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K8086.jpg
D:\ALS\data\liver_images\F4\K8171.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K8171.jpg
D:\ALS\data\liver_images\F4\K8244.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K8244.jpg
D:\ALS\data\liver_images\F4\K8322.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\K8322.jpg
D:\ALS\data\liver_images\F4\K8331.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K8331.jpg
D:\ALS\data\liver_images\F4\K8697.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K8697.jpg
D:\ALS\data\liver_images\F4\K956.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K956.jpg
D:\ALS\data\liver_images\F4\K9604.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\K9604.jpg
D:\ALS\data\liver_images\F4\K9726.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K9726.jpg
D:\ALS\data\liver_images\F4\K9734.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\K9734.jpg
D:\ALS\data\liver_images\F4\L1193.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L1193.jpg
D:\ALS\data\liver_images\F4\L1352.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L1352.jpg
D:\ALS\data\liver_images\F4\L1719.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L1719.jpg
D:\ALS\data\liver_images\F4\L1795.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L1795.jpg
D:\ALS\data\liver_images\F4\L1838.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L1838.jpg
D:\ALS\data\liver_images\F4\L1913.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L1913.jpg
D:\ALS\data\liver_images\F4\L2480.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L2480.jpg
D:\ALS\data\liver_images\F4\L2757.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L2757.jpg
D:\ALS\data\liver_images\F4\L2892.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L2892.jpg
D:\ALS\data\liver_images\F4\L3046.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L3046.jpg
D:\ALS\data\liver_images\F4\L3135.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L3135.jpg
D:\ALS\data\liver_images\F4\L3203.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L3203.jpg
D:\ALS\data\liver_images\F4\L3230.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L3230.jpg
D:\ALS\data\liver_images\F4\L3792.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L3792.jpg
D:\ALS\data\liver_images\F4\L3807.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L3807.jpg
D:\ALS\data\liver_images\F4\L3956.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L3956.jpg
D:\ALS\data\liver_images\F4\L410.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L410.jpg
D:\ALS\data\liver_images\F4\L4377.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L4377.jpg
D:\ALS\data\liver_images\F4\L5055.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L5055.jpg
D:\ALS\data\liver_images\F4\L5207.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L5207.jpg
D:\ALS\data\liver_images\F4\L5270.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L5270.jpg
D:\ALS\data\liver_images\F4\L5419.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L5419.jpg
D:\ALS\data\liver_images\F4\L6148.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L6148.jpg
D:\ALS\data\liver_images\F4\L6172.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L6172.jpg
D:\ALS\data\liver_images\F4\L6177.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L6177.jpg
D:\ALS\data\liver_images\F4\L6419.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L6419.jpg
D:\ALS\data\liver_images\F4\L6524.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L6524.jpg
D:\ALS\data\liver_images\F4\L6598.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L6598.jpg
D:\ALS\data\liver_images\F4\L6605.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L6605.jpg
D:\ALS\data\liver_images\F4\L6945.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\L6945.jpg
D:\ALS\data\liver_images\F4\L7301.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L7301.jpg
D:\ALS\data\liver_images\F4\L7487.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L7487.jpg
D:\ALS\data\liver_images\F4\L832.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L832.jpg
D:\ALS\data\liver_images\F4\L8405.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L8405.jpg
D:\ALS\data\liver_images\F4\L8902.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L8902.jpg
D:\ALS\data\liver_images\F4\L9224.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L9224.jpg
D:\ALS\data\liver_images\F4\L9599.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L9599.jpg
D:\ALS\data\liver_images\F4\L9720.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\L9720.jpg
D:\ALS\data\liver_images\F4\M1207.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\M1207.jpg
D:\ALS\data\liver_images\F4\M1227.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M1227.jpg
D:\ALS\data\liver_images\F4\M14.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M14.jpg
D:\ALS\data\liver_images\F4\M1435.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M1435.jpg
D:\ALS\data\liver_images\F4\M1824.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M1824.jpg
D:\ALS\data\liver_images\F4\M1899.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M1899.jpg
D:\ALS\data\liver_images\F4\M218.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M218.jpg
D:\ALS\data\liver_images\F4\M2670.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M2670.jpg
D:\ALS\data\liver_images\F4\M3167.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M3167.jpg
D:\ALS\data\liver_images\F4\M3343.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\M3343.jpg
D:\ALS\data\liver_images\F4\M3803.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M3803.jpg
D:\ALS\data\liver_images\F4\M425.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M425.jpg
D:\ALS\data\liver_images\F4\M4345.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M4345.jpg
D:\ALS\data\liver_images\F4\M4496.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M4496.jpg
D:\ALS\data\liver_images\F4\M4570.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M4570.jpg
D:\ALS\data\liver_images\F4\M4700.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M4700.jpg
D:\ALS\data\liver_images\F4\M4872.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M4872.jpg
D:\ALS\data\liver_images\F4\M5054.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M5054.jpg
D:\ALS\data\liver_images\F4\M5115.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M5115.jpg
D:\ALS\data\liver_images\F4\M519.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M519.jpg
D:\ALS\data\liver_images\F4\M5233.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\M5233.jpg
D:\ALS\data\liver_images\F4\M5507.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M5507.jpg
D:\ALS\data\liver_images\F4\M5548.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M5548.jpg
D:\ALS\data\liver_images\F4\M5785.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F4\M5785.jpg
D:\ALS\data\liver_images\F4\M5938.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M5938.jpg
D:\ALS\data\liver_images\F4\M6058.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M6058.jpg
D:\ALS\data\liver_images\F4\M6366.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M6366.jpg
D:\ALS\data\liver_images\F4\M6532.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M6532.jpg
D:\ALS\data\liver_images\F4\M7447.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M7447.jpg
D:\ALS\data\liver_images\F4\M7450.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M7450.jpg
D:\ALS\data\liver_images\F4\M7571.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M7571.jpg
D:\ALS\data\liver_images\F4\M7908.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M7908.jpg
D:\ALS\data\liver_images\F4\M8071.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F4\M8071.jpg
